commit_id,confidence_high,confidence_medium,confidence_low,severity_high,severity_medium,severity_low,unique_cwes
e88c2f304de24ae6c0dc4e684584353903d1005f,2,4,0,2,3,1,"94, 605, 502"
e924ab228226228e4a2ee518be3105d786cdd4fc,2,2,0,1,2,1,"94, 605, 502"
e96acf5f5958deff1b86e32268706270c2e535ed,0,2,0,1,1,0,"94, 605"
e9df345a7853c52bfe98830bd2c9a07aaa7b81d9,0,2,0,1,1,0,"94, 605"
eb4bc5f28872a96a5e1ed7f52d284670ec95c282,2,4,0,2,3,1,"94, 605, 502"
ee0185fc855dae2d9357864d03373212197b1eec,22,0,0,0,0,22,703
ee6c7eb6616225e5fccc26cd49181173d012c970,2,4,0,2,3,1,"94, 605, 502"
efbb40f2235d64f0d38d2eb6cebc238df57c250f,4,4,0,2,4,2,"94, 605, 502"
f045184f82c2173d59eddc2bb3475179afb0c2e7,2,4,0,2,3,1,"94, 605, 502"
f074098948b5fa416689be1302d62b35ce96ba76,2,4,0,2,3,1,"94, 605, 502"
f21631401119e4af2e919dd662c3817b2c480c75,0,2,0,1,1,0,"94, 605"
f37e636e22306d4efcc35fb1ef33d47183cfc5e7,0,2,0,1,1,0,"94, 605"
f72db69d6568e6dcc1d7e5af68e034574e3114e4,0,2,0,1,1,0,"94, 605"
f737853707abe5997020d02032a30030e73f70e1,2,4,0,2,3,1,"94, 605, 502"
f8e32f99bee6c56798f651d65c7c03b22491454c,22,0,0,0,0,22,703
f9f95baff9d63333f5fa2aa6bae2b36b5eb49e36,2,4,0,2,3,1,"94, 605, 502"
fa0c02334400bcc79299296027819b813da17e2a,22,0,0,0,2,20,"703, 22, 20"
fe421d4acd76e8a19098e942b7bd9c3bbef6ebc4,2,2,0,1,2,1,"94, 605, 502"
ff867ec342b3b57c212958c26febab5f2fa0e8f6,2,4,0,2,3,1,"94, 605, 502"
